tract,Name,TBR Black,TBR Asian,TBR Hispanic,TBR White
34039038102,"New Providence, NJ",,,0.0386,0.0113
34027046300,"Randolph, NJ",,,0.2655,0.0255
34027041802,"Parsippany, Parsippany-Troy Hills, NJ",,,0,0.0263
34027044502,"Dover, NJ",,,0.083,0.0606
34017010100,"Bayonne, NJ",,,0.147,0.071
34003021200,"Garfield, NJ",,,0.1131,0.0734
34039032002,"Elizabeth, NJ",,,0.3034,0.0756
34017012800,"Kearny, NJ",,,0.1562,0.032
34039037700,"Summit, NJ",,,0,0.0053
34027041100,"Boonton, NJ",,,0,0.0555
34019010600,"Alexandria, NJ",,,#N/A,#N/A
34031223801,"Totowa, NJ",,,0,0.0152
34003044202,"Ramsey, NJ",,,0,0.01
34013007700,"Ironbound District, Newark, NJ",,,0.1549,0.0205
34031124800,"Clifton, NJ",,,0.1509,0.0541
34003011400,"Elmwood Park, NJ",,,0.0488,0.0341
34031246202,"Wayne, NJ",,,0,0.019
34003047500,"Ridgewood, NJ",,,0,0.018
34013013800,"Nutley, NJ",,,0.1706,0.0091
34003036100,"South Hackensack, NJ",,,0.0528,0.0529
34027040600,"Butler, NJ",,,0,0.0321
34013021801,"West Caldwell, NJ",,,0,0.0056
34027046000,"Netcong, NJ",,,0,0.0581
34003056100,"Waldwick, NJ",,,0.1293,0.0234
34041031601,"Belvidere, NJ",,,0,0.0339
34031175601,"Passaic, NJ",,,0,0.0221
34027042302,"Morris Plains, NJ",,,0,0.0543
34003061100,"Wyckoff, NJ",,,0,0.0105
34041031401,"Hackettstown, NJ",,,0,0.0748
34041031900,"Washington, NJ",,,0,0.0473
34031124311,"Montclair, NJ",,,0.096,0.0185
34039037000,"Cranford, NJ",,,0,0.012
34031124402,"Clifton, NJ",,,0.1704,0.0743
34031124323,"Clifton, NJ",,,0.2437,0.0205
34031175900,"Passaic, NJ",,,0.4854,0.1014
34017000600,"The Heights, Jersey City, NJ",,,0.2061,0.0199
34003047300,"Ridgewood, NJ",,,0,0.0038
34027041604,"Morris Plains, NJ",,,0.0227,0.0243
34031125000,"Clifton, NJ",,,0.2739,0.1964
34035050802,"Bridgewater, NJ",,,#N/A,#N/A
34027040801,"Montville, NJ",,,0,0.0233
34017012600,"Kearny, NJ",,,0.1864,0.0327
36087012000,"Suffern, NY",,,#N/A,#N/A
34013980200,"Newark, NJ",,,0,0
34013014500,"Belleville, NJ",,,0.2148,0.0406
34017011500,"Constable Hook, Bayonne, NJ",,,0,0.0571
34013021803,"West Caldwell, NJ",,,0,0.0075
34003035100,"Montvale, NJ",,,0.0894,0.0151
34003039100,"Oakland, NJ",,,0,0.0147
34013000600,"Upper Roseville, Newark, NJ",,,0.4213,0.0567
36085006700,"Richmond County, NY",,,#N/A,#N/A
34031246103,"Wayne, NJ",,,0.0834,0.0069
34039037200,"Cranford, NJ",,,0,0.0146
34027043402,"Morristown, NJ",,,0,0.0148
34039037100,"Cranford, NJ",,,0,0.0288
34017001201,"The Heights, Jersey City, NJ",,,0.1703,0.1671
34027045501,"Succasunna, Roxbury Township, NJ",,,0,0.0121
34031175704,"Passaic, NJ",,,0.2115,0.0182
34027042700,"Chatham, NJ",,,0,0.0141
34031196402,"Pompton Lakes, NJ",,,0.1248,0.0325
34039033700,"Roselle Park, NJ",,,0.1482,0.0338
34041031200,"Blairstown, NJ",,,0,0.0886
34003031400,"Lyndhurst, NJ",,,0.0518,0.0098
34027044102,"Gillette, NJ",,,0,0.023
34039033400,"Union, NJ",,,0.0499,0.0166
34017010800,"Constable Hook, Bayonne, NJ",,,0.2423,0.0718
34027045902,"Chester, NJ",,,0,0.0147
34037372800,"Franklin, NJ",,,0,0.089
42089300501,"East Stroudsburg, PA",,,0,0.1737
34013020800,"Livingston, NJ",,,0.0681,0.0024
34003021300,"Garfield, NJ",,,0.2389,0.0773
34037372500,"Hamburg, NJ",,,#N/A,#N/A
34031175301,"Passaic, NJ",,,0.4345,0.0109
34013021701,"Caldwell, NJ",,,0,0.0095
34039037900,"Summit, NJ",,,0,0.0011
34035052904,"Far Hills, NJ",,,0,0.0137
34017007300,"The Waterfront, Jersey City, NJ",,,0,0
34031143400,"Hawthorne, NJ",,,0.1598,0.0212
34017020100,"Secaucus, NJ",,,0,0
34017012300,"Kearny, NJ",,,0.1626,0.025
34027045603,"Randolph, NJ",,,0.1865,0.0165
34027041902,"East Hanover, NJ",,,0,0.0266
34041031101,"Blairstown, NJ",,,0,0.0469
34013000200,"Upper Roseville, Newark, NJ",,,0.3203,0
34013008800,"Seventh Avenue, Newark, NJ",,,0.439,0
34013015200,"Bloomfield, NJ",,,0,0.0214
34027041603,"Parsippany, Parsippany-Troy Hills, NJ",,,0.0254,0.0171
34003039200,"Oakland, NJ",,,0,0.0184
34039037500,"Springfield Township, NJ",,,0,0.0108
34027041706,"Parsippany, Parsippany-Troy Hills, NJ",,,0.0966,0.0322
34037371502,"Sussex County, NJ",,,#N/A,#N/A
34013014300,"Belleville, NJ",,,0.1548,0.0673
34037373400,"Lake Mohawk, Sparta Township, NJ",,,0,0.0231
34039033900,"Roselle Park, NJ",,,0.1116,0.0877
36085001700,"Richmond County, NY",,,#N/A,#N/A
34031124900,"Clifton, NJ",,,0.2164,0.054
34027041200,"Mountain Lakes, NJ",,,0,0.0231
34017012900,"Kearny, NJ",,,0.1838,0.0279
34013021000,"Verona, NJ",,,0,0.0343
34013007000,"Ironbound District, Newark, NJ",,,0.0329,0.0653
34003038300,"North Arlington, NJ",,,0.0347,0.0325
34037372400,"Lafayette Township, NJ",,,0,0.0074
34013014800,"Bloomfield, NJ",,,0,0.0193
34013014000,"Belleville, NJ",,,0.0763,0.0368
34017013900,"Harrison, NJ",,,0.1041,0.0307
34031256804,"West Milford, NJ",,,0.0377,0.0338
34037373000,"Ogdensburg, NJ",,,0,0.0692
34027044401,"Rockaway, NJ",,,0,0.0346
34035052100,"Dunellen, NJ",,,#N/A,#N/A
34041032102,"Stewartsville, NJ",,,0,0.025
34037372100,"Newton, NJ",,,0,0.0606
36087011603,"Suffern, NY",,,0,0.032
34027043401,"Morristown, NJ",,,0,0.019
34003056200,"Waldwick, NJ",,,0,0.009
34027044701,"Lake Hopatcong, Jefferson, NJ",,,0.205,0.0637
34037374100,"Green Township, NJ",,,0,0.0219
34013007100,"Ironbound District, Newark, NJ",,,0.08,0.0232
34017010500,"Bayonne, NJ",,,0.2231,0.0932
34037374500,"Hopatcong, NJ",,,0,0.0838
34003011200,"Elmwood Park, NJ",,,0.1615,0.0372
34017010200,"Bayonne, NJ",,,0.0936,0.0087
34035052400,"Basking Ridge, Bernards, NJ",,,0,0.0091
34031246201,"Wayne, NJ",,,0,0.0074
34039038300,"Mountainside, NJ",,,0,0.0046
34039036900,"Garwood, NJ",,,0,0.0065
34017013400,"East Newark, NJ",,,0.0875,0.0452
34031133701,"Haledon, NJ",,,0.1278,0.0635
34027040500,"Butler, NJ",,,0,0.022
34019010500,"Milford, NJ",,,#N/A,#N/A
34017005802,"Jersey City, NJ",,,0,0.0007
34041031102,"Blairstown, NJ",,,0,0.0173
34013020100,"Essex County, NJ",,,0,0.0125
34031216701,"Ringwood, NJ",,,0,0.0215
34027046400,"Mendham, NJ",,,0,0.0045
34031124200,"Clifton, NJ",,,0.1631,0.0389
34003011100,"Elmwood Park, NJ",,,0.1264,0.0366
34039032902,"Union, NJ",,,0.0131,0.0235
34017013200,"Kearny, NJ",,,0.0988,0.0853
34037374700,"Hopatcong, NJ",,,0.0859,0.0601
34027041803,"Parsippany, Parsippany-Troy Hills, NJ",,,0,0.0245
34039036800,"Westfield, NJ",,,#N/A,#N/A
34027045704,"Randolph, NJ",,,0,0.0118
34031246104,"Wayne, NJ",,,0,0.0188
34027041602,"Morris Plains, NJ",,,0,0.0328
34017013800,"Harrison, NJ",,,0.1668,0.0032
34027040803,"Pine Brook, Montville, NJ",,,0,0.0156
34031163500,"North Haledon, NJ",,,0.1353,0.0127
34037371900,"Sussex County, NJ",,,0,0.0492
34017000902,"Journal Square, Jersey City, NJ",,,0.3098,0.0498
34003032201,"Mahwah, NJ",,,0,0.0154
34037374300,"Byram Township, NJ",,,0,0.0147
34027044702,"Lake Hopatcong, Jefferson, NJ",,,0,0.0357
36085005900,"Richmond County, NY",,,#N/A,#N/A
34039037601,"Springfield Township, NJ",,,0,0.0287
34017011400,"Constable Hook, Bayonne, NJ",,,0.1997,0.0824
34013020902,"Roseland, NJ",,,0,0.0172
34017019900,"Secaucus, NJ",,,0.0827,0.0084
34003022200,"Glen Rock, NJ",,,0,0.0123
34003031200,"Lyndhurst, NJ",,,0.0958,0.019
34013020400,"Livingston, NJ",,,0,0.0114
34003050000,"Rochelle Park, NJ",,,0.1171,0.0536
34017001900,"Journal Square, Jersey City, NJ",,,0.3614,0
34013020200,"Essex County, NJ",,,0,0.016
34003044100,"Ramsey, NJ",,,0,0.0117
34027045100,"Wharton, NJ",,,0.1947,0.0786
34039033300,"Union, NJ",,,0.1136,0.074
34013014900,"Bloomfield, NJ",,,0,0.0051
34003036200,"Moonachie, NJ",,,0.3584,0.0874
34035052603,"Basking Ridge, Bernards, NJ",,,0,0.0283
34037373600,"Newton, NJ",,,0,0.0704
34027041601,"Morris Plains, NJ",,,0.0006,0.0417
34003017400,"Fair Lawn, NJ",,,0.034,0.0097
36087011901,"Suffern, NY",,,#N/A,#N/A
34027041701,"Lake Hiawatha, Parsippany-Troy Hills, NJ",,,0.0689,0.0193
34041031800,"Phillipsburg, NJ",,,0,0.1002
34027045200,"Dover, NJ",,,0.06,0.0322
34027043302,"Morristown, NJ",,,0,0.0002
34003034000,"Midland Park, NJ",,,0,0.0381
34039032100,"Elizabeth, NJ",,,0.1127,0.0305
34031181800,"Paterson, NJ",,,0.4014,0
34031154001,"Little Falls, NJ",,,0.0384,0.0332
34017012700,"Kearny, NJ",,,0.1846,0.0579
34031182301,"Paterson, NJ",,,0.457,0
34037374000,"Newton, NJ",,,0,0.0209
34027043000,"Madison, NJ",,,0,0.0061
34039033600,"Kenilworth, NJ",,,0.0898,0.0391
34013013500,"Nutley, NJ",,,0.0839,0.0205
34003038200,"North Arlington, NJ",,,0.05,0.0249
34013013700,"Nutley, NJ",,,0.0416,0.0153
34039033800,"Roselle Park, NJ",,,0.1121,0.027
34031246102,"Wayne, NJ",,,0,0.0301
34013020700,"Livingston, NJ",,,0,0
34031143300,"Hawthorne, NJ",,,0.2275,0.0206
34003021400,"Garfield, NJ",,,0.1141,0.0975
34035052800,"Somerset County, NJ",,,0,0.003
34031124401,"Clifton, NJ",,,0.1566,0.0115
34035052901,"Far Hills, NJ",,,0,0.0332
34003017200,"Fair Lawn, NJ",,,0.291,0.0235
34037373100,"Sparta Township, NJ",,,0,0.0278
34031124321,"Clifton, NJ",,,0.1716,0.0452
34013020901,"Essex Fells, NJ",,,0,0.0048
34035052903,"Pluckemin, Bedminster Township, NJ",,,0,0.0097
34003021100,"Garfield, NJ",,,0.1751,0.0495
34031223802,"Totowa, NJ",,,0.0545,0.0279
34031246203,"Wayne, NJ",,,0,0.0181
34013020300,"Essex County, NJ",,,0,0.0005
34003051100,"Rutherford, NJ",,,0.0056,0.0211
34027045401,"Landing, Mount Arlington, NJ",,,0.1241,0.0346
34027042100,"Whippany, Hanover, NJ",,,0,0.0237
34031124312,"Clifton, NJ",,,0,0.0137
34039038101,"New Providence, NJ",,,0,0.0184
34013019400,"Maplewood, NJ",,,0,0.0207
34027041901,"East Hanover, NJ",,,0,0.0255
34017012500,"Kearny, NJ",,,0.0989,0.057
34027042000,"Whippany, Hanover, NJ",,,0,0.0047
34013014200,"Belleville, NJ",,,0.1432,0.0124
34017011300,"Constable Hook, Bayonne, NJ",,,0.1225,0.0959
34003052200,"Saddle Brook, NJ",,,0.1808,0.0051
34013007900,"Ironbound District, Newark, NJ",,,0.1779,0.0683
34039036100,"Winfield, NJ",,,#N/A,#N/A
34017014800,"North Bergen, NJ",,,0.1446,0.1045
34039030900,"Elizabeth, NJ",,,0.2369,0.0914
34037373900,"Newton, NJ",,,0,0.0476
34013013400,"Nutley, NJ",,,0,0.003
34017006500,"Historic Downtown, Jersey City, NJ",,,0.2706,0
34003017500,"Fair Lawn, NJ",,,0.1298,0.0109
34031125100,"Botany Village, Clifton, NJ",,,0.2882,0.1188
34035054100,"Basking Ridge, Bernards, NJ",,,0,0.0051
34017013000,"Kearny, NJ",,,0.104,0.0822
34037374600,"Stanhope, NJ",,,0,0.019
34017010700,"Constable Hook, Bayonne, NJ",,,0.2608,0.0466
34037374400,"Lake Mohawk, Byram Township, NJ",,,0,0.018
34031246003,"Wayne, NJ",,,0,0.0145
34013021200,"Verona, NJ",,,0,0.0108
34003021500,"Garfield, NJ",,,0.2303,0.0905
34017001000,"The Heights, Jersey City, NJ",,,0.1763,0.0235
34039036200,"Clark, NJ",,,#N/A,#N/A
34041032101,"Asbury, NJ",,,0,0.0359
34031246101,"Wayne, NJ",,,0.135,0.0062
34003060000,"Wood-Ridge, NJ",,,0.1063,0.0337
34027041801,"Parsippany, Parsippany-Troy Hills, NJ",,,0.0501,0.0627
34003058200,"Township of Washington, NJ",,,0,0.0198
34039038202,"Berkeley Heights, NJ",,,0,0.0137
34035052700,"Bernardsville, NJ",,,0,0.0166
34003032202,"Mahwah, NJ",,,#N/A,#N/A
34013007200,"Ironbound District, Newark, NJ",,,0.0759,0.0494
34003039300,"Oakland, NJ",,,0,0.0066
34013021100,"Verona, NJ",,,0,0.0092
34039036500,"Westfield, NJ",,,0,0.0081
34031264101,"Woodland Park, NJ",,,0.2113,0.0348
34027040102,"Lincoln Park, NJ",,,0.0851,0.0476
34027046104,"Flanders, Mount Olive Township, NJ",,,0,0.0235
34013021602,"North Caldwell, NJ",,,0,0.0009
36085012100,"Richmond County, NY",,,#N/A,#N/A
34035053604,"Branchburg, NJ",,,#N/A,#N/A
34027045804,"Mendham, NJ",,,0,0.0109
34039035200,"Linden, NJ",,,0.1186,0.096
34027046201,"Hackettstown, NJ",,,0,0.0088
34017000100,"The Heights, Jersey City, NJ",,,0.2319,0.1039
34027042600,"Florham Park, NJ",,,0,0.0486
34003042400,"Paramus, NJ",,,0.0046,0.0177
34003032104,"Mahwah, NJ",,,0,0.0741
34003038100,"North Arlington, NJ",,,0.0879,0.0263
34041031301,"Hackettstown, NJ",,,0,0.0342
34041031302,"Allamuchy-Panther Valley, Hackettstown, NJ",,,0,0.058
34013017301,"West Orange, NJ",,,0,0.0075
34003051200,"Rutherford, NJ",,,0,0.019
34013007800,"Ironbound District, Newark, NJ",,,0.2381,0.1356
34003032103,"Mahwah, NJ",,,0,0.0198
34019011100,"Hunterdon County, NJ",,,0,0.0251
34027041400,"Denville, NJ",,,0,0.0131
34013007300,"Ironbound District, Newark, NJ",,,0.1541,0.0746
34039037800,"Summit, NJ",,,0.1473,0
34017013500,"Harrison, NJ",,,0.3056,0.0553
34037374200,"Stanhope, NJ",,,0,0.0092
34027046202,"Long Valley, Washington Township, NJ",,,0,0.024
34017019800,"Secaucus, NJ",,,0.0343,0.034
34027044101,"Millington, Long Hill, NJ",,,0,0.0027
34027044000,"Chatham Township, NJ",,,0,0.0125
36085020100,"Richmond County, NY",,,#N/A,#N/A
34037373500,"Newton, NJ",,,0,0.0271
34027045701,"Randolph, NJ",,,0,0.0313
34031124601,"Clifton, NJ",,,0.1718,0.0196
34031246001,"Wayne, NJ",,,0,0.0079
34019010300,"Glen Gardner, NJ",,,0,0.0387
34027043200,"Madison, NJ",,,0,0.0248
42095015400,"Bangor, PA",,,0,0.104
34003017300,"Fair Lawn, NJ",,,0.0155,0.0243
34003033300,"Maywood, NJ",,,0.0151,0.0154
34013020000,"Essex County, NJ",,,0,0.0062
34013020500,"Livingston, NJ",,,0,0.0057
34027045502,"Ledgewood, Roxbury Township, NJ",,,0.0153,0.0156
34003030100,"Lodi, NJ",,,0.1791,0.018
34041031602,"Oxford, Oxford Township, NJ",,,0,0.1025
36087011602,"Suffern, NY",,,#N/A,#N/A
34027045901,"Chester, NJ",,,0,0.0294
34013006900,"Ironbound District, Newark, NJ",,,0.2055,0.0388
34037373200,"Sparta Township, NJ",,,0,0.0445
34003047100,"Ridgewood, NJ",,,0,0.0201
34003047200,"Ridgewood, NJ",,,0,0.0045
34003030200,"Lodi, NJ",,,0.108,0.065
34027041500,"Denville, NJ",,,0,0.0136
34027044403,"White Meadow Lake, Rockaway, NJ",,,0,0.0126
34003061200,"Wyckoff, NJ",,,0,0.0003
34031124322,"Clifton, NJ",,,0.1383,0.0426
34019011001,"Hunterdon County, NJ",,,0,0.0245
34013000400,"Upper Roseville, Newark, NJ",,,0.2369,0
34027045602,"Dover, NJ",,,0.2308,0
34031196401,"Pompton Lakes, NJ",,,0.2546,0.0628
34003011300,"Elmwood Park, NJ",,,0.0918,0.0114
34027043303,"Morristown, NJ",,,0,0.0083
34027040701,"Kinnelon, NJ",,,0,0.01
